Epoch,Loss
1,4.160646991882325
2,3.8942294702148437
3,3.7668181790161133
4,3.6914904333496095
5,3.655967716369629
6,3.6294705087280272
7,3.5994104153442383
8,3.5742952606201173
9,3.5603757220458983
10,3.541533012084961
11,3.5291858084106447
12,3.513111661376953
13,3.501555160522461
14,3.4925186364746095
15,3.4833242318725586
16,3.4762245956420896
17,3.467642868347168
18,3.462136430969238
19,3.4555861361694338
20,3.4512816357421876
21,3.4466340606689454
22,3.435220146789551
23,3.4325320251464846
24,3.430348585510254
25,3.423972767944336
26,3.4240849554443358
27,3.418242777709961
28,3.4134441540527343
29,3.4144719635009766
30,3.411555085144043
31,3.407537647705078
32,3.3988484924316404
33,3.3986459884643554
34,3.396865003967285
35,3.393476359863281
36,3.394676637878418
37,3.390532858581543
38,3.3859907095336914
39,3.388969294128418
40,3.3816959497070314
41,3.3835938635253906
42,3.3783931079101563
43,3.380459401550293
44,3.378626336669922
45,3.3777628146362306
46,3.3713229125976563
47,3.37217646484375
48,3.3685807244873045
49,3.3691495486450194
50,3.366139754638672
51,3.3652756622314453
52,3.3608937307739257
53,3.362236310119629
54,3.358595772705078
55,3.36170984954834
56,3.356099910888672
57,3.354887017211914
58,3.3553224172973635
59,3.3516795108032227
60,3.3521466967773437
61,3.3509995446777343
62,3.3469497457885744
63,3.346329382019043
64,3.347355709533691
65,3.3456431958007813
66,3.346611279296875
67,3.3455033169555666
68,3.341973303833008
69,3.339805937805176
70,3.341438759765625
71,3.338375615234375
72,3.337405348815918
73,3.3369972946166993
74,3.3387530325317383
75,3.338604371337891
76,3.3355748526000975
77,3.332010575866699
78,3.335385749206543
79,3.3321054959106444
80,3.3309443759155273
81,3.334289390258789
82,3.3299258407592776
83,3.3273017639160156
84,3.3258401736450196
85,3.326361775817871
86,3.3285738751220704
87,3.3249365924072265
88,3.325390522766113
89,3.327561123046875
90,3.3233528024291994
91,3.323755097961426
92,3.323267407531738
93,3.32441143157959
94,3.321812738647461
95,3.317417835083008
96,3.32008981048584
97,3.318804194641113
98,3.3210622216796875
99,3.3207501293945314
100,3.3192125369262695
101,3.3172025567626955
102,3.3157613244628905
103,3.319291715698242
104,3.316431413269043
105,3.318280799255371
106,3.310125758666992
107,3.3131404840087892
108,3.3152874447631837
109,3.3113092141723635
110,3.3089214151000976
111,3.312882663574219
112,3.3124903686523437
113,3.3094559381103514
114,3.3121848394775393
115,3.3090772259521484
116,3.309873332519531
117,3.306364909667969
118,3.306825559692383
119,3.3078876528930663
120,3.3074073095703125
121,3.3083601022338867
122,3.307920361328125
123,3.302681905212402
124,3.3045776388549806
125,3.30375934173584
126,3.3039623236083986
127,3.3027276617431642
128,3.3050704608154295
129,3.300116350402832
130,3.3042638482666016
131,3.300719775390625
132,3.301939490966797
133,3.3021102380371095
134,3.298968307800293
135,3.3024266653442385
136,3.3002880834960937
137,3.299834653015137
138,3.301378982849121
139,3.2964020852661133
140,3.2990329400634764
141,3.29716020904541
142,3.297653670654297
143,3.299307865600586
144,3.295239653930664
145,3.2970584103393556
146,3.297612717590332
147,3.294315261230469
148,3.298337757873535
149,3.293730545043945
150,3.294557250671387
151,3.2934539218139647
152,3.2941722164916993
153,3.2972612088012694
154,3.2948100332641603
155,3.293721840209961
156,3.2956238723754883
157,3.2937071188354494
158,3.2910849960327146
159,3.2936964553833006
160,3.291576919555664
161,3.2904274603271486
162,3.290159331970215
163,3.289839804992676
164,3.2888254180908203
165,3.2923333044433596
166,3.2933492294311524
167,3.288740092163086
168,3.2872407705688476
169,3.289014320373535
170,3.286745288696289
171,3.288030773010254
172,3.289507102355957
173,3.2889312533569335
174,3.2871431344604494
175,3.2882952227783204
176,3.285498953552246
177,3.2884672119140625
178,3.287332139892578
179,3.2853099395751952
180,3.2862086056518556
181,3.2891031506347654
182,3.286885793762207
183,3.285609993591309
184,3.2846013012695314
185,3.285475793457031
186,3.2845740496826172
187,3.284119048461914
188,3.280294703674316
189,3.28207114440918
190,3.286395079956055
191,3.283187907409668
192,3.281358214416504
193,3.284588877258301
194,3.2828624755859375
195,3.2817889352416993
196,3.281334943237305
197,3.279837554016113
198,3.2831827615356444
199,3.2809534271240235
200,3.2797670861816406
201,3.2805535610961916
202,3.2804731787109374
203,3.278691364440918
204,3.2802088116455077
205,3.280201967163086
206,3.279760176391602
207,3.277161566467285
208,3.276911210632324
209,3.2771071017456053
210,3.2798666299438475
211,3.277185990600586
212,3.2763066955566407
213,3.2803870834350586
214,3.2807988827514647
215,3.277147465209961
216,3.2782035232543945
217,3.2749656298828125
218,3.276247265319824
219,3.2778308724975584
220,3.274090779418945
221,3.2743249417114257
222,3.2749306979370116
223,3.2777080361938475
224,3.276350857849121
225,3.2751873233032227
226,3.2745373233032224
227,3.2757088079833983
228,3.2726714324951174
229,3.274287156982422
230,3.273572226867676
231,3.272911627197266
232,3.2752731790161134
233,3.27384039855957
234,3.2744651376342775
235,3.276230771789551
236,3.2733669567871093
237,3.2719083587646485
238,3.2709073303222658
239,3.272292923583984
240,3.272289866027832
241,3.272329637451172
242,3.2744668228149414
243,3.2726058728027345
244,3.2693853057861326
245,3.271084125061035
246,3.272362773742676
247,3.2750224548339846
248,3.2712033404541017
249,3.2692846997070313
250,3.269334594116211
251,3.2680940130615235
252,3.27198169921875
253,3.273391466064453
254,3.270522137451172
255,3.270863260192871
256,3.267679098815918
257,3.2675663815307616
258,3.2708605572509764
259,3.268059568786621
260,3.2666640451049807
261,3.267703490905762
262,3.268574384765625
263,3.26641559967041
264,3.2688611273193358
265,3.2685513623046876
266,3.27246031829834
267,3.268110494995117
268,3.2694979919433593
269,3.268000888977051
270,3.2694182641601564
271,3.267104381713867
272,3.2660386126708985
273,3.269498803405762
274,3.271617073059082
275,3.267065789794922
276,3.269262465209961
277,3.2664546127319336
278,3.2673143798828126
279,3.270149928283691
280,3.267420537109375
281,3.2643741012573244
282,3.2643999502563474
283,3.263059899597168
284,3.2643110415649415
285,3.264249579772949
286,3.265313670959473
287,3.266247899475098
288,3.267011766052246
289,3.2640219744873047
290,3.263030762023926
291,3.2626846643066405
292,3.266153948974609
293,3.2660698822021486
294,3.2642938348388673
295,3.2668633520507813
296,3.266368897705078
297,3.264102677307129
298,3.265088753662109
299,3.2642248522949218
300,3.2656321908569335
301,3.2652362603759766
302,3.264697269897461
303,3.263657463989258
304,3.2642853594970704
305,3.2619413891601563
306,3.263224594421387
307,3.2616958712768556
308,3.263684281616211
309,3.267988077392578
310,3.2617309268188475
311,3.2639366189575196
312,3.2639594406127928
313,3.2648659689331057
314,3.263153533630371
315,3.2631575756835938
316,3.2655281204223634
317,3.2622755432128905
318,3.263581795043945
319,3.265024930419922
320,3.25893055847168
321,3.2627470196533204
322,3.2626270608520507
323,3.260734581604004
324,3.2649051626586916
325,3.261151435546875
326,3.260892178955078
327,3.2601833938598634
328,3.2620301849365236
329,3.2601885354614257
330,3.263349362792969
331,3.262445746154785
332,3.257759377746582
333,3.2597806219482424
334,3.2614549548339844
335,3.2612773892211915
336,3.2594753607177736
337,3.2641161279296873
338,3.259533726501465
339,3.2602744372558594
340,3.260949574279785
341,3.2617980737304686
342,3.258808864440918
343,3.257263504333496
344,3.2604774096679687
345,3.2590458883666993
346,3.2598126760864257
347,3.257237314453125
348,3.2596340826416017
349,3.258117419128418
350,3.2610232818603517
351,3.2581417919921876
352,3.2584080117797853
353,3.2550480917358398
354,3.256522059326172
355,3.257436905822754
356,3.262732155456543
