Epoch,Loss,Accuracy,Top1 Acc,Top5 Acc
1,2.35869580078125,0.0703125,19.220000000000002,74.35000000000001
2,2.335655517578125,0.19921875,35.17,87.13
3,2.31256494140625,0.39453125,46.87,92.66
4,2.287576904296875,0.53515625,54.26,94.67999999999999
5,2.266392333984375,0.619140625,58.4,95.52000000000001
6,2.242792724609375,0.673828125,60.83,96.12
7,2.2239453125,0.666015625,62.529999999999994,96.54
8,2.198999755859375,0.6953125,63.4,96.89999999999999
9,2.17250048828125,0.72265625,64.55,97.17
10,2.1551669921875,0.71875,65.25999999999999,97.35000000000001
11,2.134593017578125,0.716796875,65.92,97.58
12,2.115310791015625,0.7421875,66.3,97.72999999999999
13,2.095292236328125,0.712890625,67.0,97.83
14,2.071720703125,0.734375,67.47,97.92999999999999
15,2.054487060546875,0.74609375,68.0,98.11
16,2.03101318359375,0.75,68.4,98.19
17,2.0131414794921874,0.75,68.91000000000001,98.29
18,1.989376708984375,0.763671875,69.45,98.33
19,1.975122802734375,0.759765625,70.03,98.4
20,1.95213720703125,0.74609375,70.61,98.50999999999999
21,1.92958837890625,0.77734375,71.03,98.6
22,1.9055869140625,0.767578125,71.61,98.64
23,1.891947998046875,0.7734375,71.97,98.68
24,1.86080712890625,0.779296875,72.5,98.74000000000001
25,1.8596531982421876,0.787109375,73.1,98.79
26,1.83921923828125,0.775390625,73.53,98.89
27,1.825896484375,0.77734375,74.08,98.9
28,1.8038680419921875,0.794921875,74.62,98.92
29,1.7668377685546874,0.818359375,75.22999999999999,98.98
30,1.7720201416015624,0.798828125,75.75,99.00999999999999
31,1.757486328125,0.79296875,76.21,99.03
32,1.7383951416015626,0.787109375,76.66,99.03
33,1.7063773193359375,0.802734375,77.03999999999999,99.03999999999999
34,1.6866270751953125,0.80859375,77.42999999999999,99.1
35,1.673131103515625,0.8125,77.74,99.11999999999999
36,1.659798095703125,0.833984375,78.10000000000001,99.17
37,1.655307373046875,0.8046875,78.38000000000001,99.17
38,1.6310352783203126,0.833984375,78.69,99.19
39,1.6237264404296874,0.8203125,79.01,99.22999999999999
40,1.6031990966796874,0.83984375,79.28,99.24
41,1.5950577392578125,0.80859375,79.63,99.28
42,1.5620133056640626,0.81640625,79.9,99.28
43,1.5484647216796874,0.828125,80.17999999999999,99.28
44,1.53505419921875,0.822265625,80.44,99.3
45,1.5344671630859374,0.81640625,80.65,99.3
46,1.4944847412109374,0.849609375,80.83,99.33999999999999
47,1.48078955078125,0.841796875,81.13,99.33999999999999
48,1.47598486328125,0.85546875,81.28999999999999,99.35000000000001
49,1.473380615234375,0.822265625,81.37,99.36
50,1.448512939453125,0.83984375,81.58999999999999,99.37
51,1.4246824951171875,0.8515625,81.78999999999999,99.38
52,1.4170162353515625,0.83984375,81.88,99.39
53,1.3959708251953125,0.8359375,82.03,99.39
54,1.3699097900390624,0.849609375,82.17,99.39
55,1.3806905517578125,0.84375,82.34,99.39
56,1.34564013671875,0.837890625,82.52000000000001,99.39
57,1.3604217529296876,0.85546875,82.61,99.39
58,1.3320462646484375,0.853515625,82.67,99.38
59,1.345759521484375,0.83984375,82.85,99.38
60,1.3111009521484376,0.833984375,82.94,99.38
61,1.303429931640625,0.84765625,83.02000000000001,99.38
62,1.2911436767578126,0.84375,83.08,99.38
63,1.259791015625,0.85546875,83.17999999999999,99.39
64,1.2699510498046875,0.8203125,83.33,99.39
65,1.2520205078125,0.84765625,83.45,99.38
66,1.2352310791015626,0.845703125,83.50999999999999,99.37
67,1.2295992431640625,0.85546875,83.56,99.37
68,1.2333096923828124,0.82421875,83.66,99.36
69,1.2110665283203126,0.853515625,83.67999999999999,99.36
70,1.2060218505859375,0.83984375,83.75,99.36
71,1.2175836181640625,0.833984375,83.78999999999999,99.39
72,1.1633060302734375,0.861328125,83.82,99.38
73,1.18854052734375,0.8515625,83.91999999999999,99.38
74,1.1555516357421876,0.853515625,83.91,99.38
75,1.1447049560546876,0.85546875,83.94,99.37
76,1.143677978515625,0.849609375,83.98,99.38
77,1.133648193359375,0.86328125,84.03,99.39
78,1.1000684814453126,0.869140625,84.06,99.41
79,1.08761474609375,0.859375,84.11,99.41
80,1.09450439453125,0.869140625,84.13000000000001,99.42
81,1.086980712890625,0.853515625,84.17,99.42999999999999
82,1.0730753173828125,0.87109375,84.17999999999999,99.41
83,1.048606201171875,0.8671875,84.25,99.41
84,1.048360595703125,0.853515625,84.22,99.41
85,1.0334754638671875,0.8671875,84.26,99.41
86,1.062016357421875,0.828125,84.31,99.42
87,1.0380321044921874,0.8515625,84.43,99.42
88,1.0428309326171874,0.83984375,84.5,99.42999999999999
89,1.01532763671875,0.86328125,84.48,99.42999999999999
90,1.0007495727539062,0.84765625,84.5,99.41
91,1.0068463134765624,0.869140625,84.50999999999999,99.41
92,0.9942824096679688,0.85546875,84.56,99.42
93,0.974107421875,0.8515625,84.61,99.42999999999999
94,0.9619336547851562,0.869140625,84.65,99.44
95,0.9951690673828125,0.837890625,84.69,99.42999999999999
96,0.9362944946289062,0.88671875,84.69,99.42999999999999
97,0.9512692260742187,0.8671875,84.73,99.44
98,0.9369613037109376,0.857421875,84.7,99.42999999999999
99,0.9416434326171875,0.84765625,84.69,99.42999999999999
100,0.9304818725585937,0.875,84.75,99.45
101,0.9191094360351563,0.865234375,84.76,99.46000000000001
102,0.93029541015625,0.859375,84.78,99.46000000000001
103,0.8657451782226563,0.88671875,84.83000000000001,99.46000000000001
104,0.9154708862304688,0.86328125,84.81,99.46000000000001
105,0.9227460327148438,0.853515625,84.8,99.46000000000001
106,0.8781128540039063,0.86328125,84.89999999999999,99.46000000000001
107,0.9046954956054688,0.8515625,84.95,99.46000000000001
108,0.876159423828125,0.87890625,84.97,99.46000000000001
109,0.8656612548828125,0.8671875,84.97,99.47
110,0.8692107543945312,0.8515625,85.00999999999999,99.46000000000001
111,0.8422958374023437,0.876953125,85.00999999999999,99.46000000000001
112,0.8446725463867187,0.86328125,85.08,99.48
113,0.8469155883789062,0.869140625,85.09,99.48
