Epoch,Loss,Accuracy,Top1 Acc,Top5 Acc
1,1.2881523962402344,0.6962691326530612,78.28,98.72999999999999
2,0.7859676812744141,0.7524713010204082,80.54,99.11
3,0.7081747619628906,0.7617586096938775,81.53,99.25
4,0.6827750573730469,0.7683753188775511,81.85,99.4
5,0.6543030505371094,0.7706473214285714,82.82000000000001,99.39
6,0.6511476031494141,0.7751913265306123,83.2,99.53
7,0.6305726556396485,0.7792570153061225,83.32000000000001,99.47
8,0.6232586950683594,0.7836415816326531,83.77,99.52
9,0.6330028961181641,0.780891262755102,83.99,99.53999999999999
10,0.6100074957275391,0.7856744260204082,84.13000000000001,99.51
11,0.6123799133300781,0.7846779336734694,84.35000000000001,99.52
12,0.6055674691772461,0.7864317602040817,84.11999999999999,99.53
13,0.6013999935913086,0.7901785714285714,84.38,99.58
14,0.6045741082763672,0.7875876913265306,84.73,99.48
15,0.6011312216186523,0.787468112244898,84.42,99.56
16,0.5949335501098633,0.7893813775510204,84.77,99.58
17,0.5909636325073242,0.7922114158163265,84.83000000000001,99.58
18,0.5860528311157227,0.7943638392857143,84.77,99.5
19,0.5864849618530273,0.7936862244897959,84.84,99.57000000000001
20,0.5859986401367188,0.7952407525510204,85.16,99.57000000000001
21,0.5863384921264648,0.7946029974489796,85.25,99.52
22,0.5853662707519531,0.7955994897959183,85.48,99.53999999999999
23,0.5797852133178711,0.7961973852040817,85.31,99.59
24,0.5836077264404297,0.7965561224489796,85.26,99.56
25,0.580474421081543,0.7949617346938775,85.33,99.59
26,0.5796821627807617,0.7938058035714286,85.56,99.55000000000001
27,0.584883727722168,0.7938058035714286,85.26,99.58
28,0.5746341882324218,0.7987882653061225,85.61,99.62
29,0.5741003161621093,0.7971540178571429,85.53,99.58
30,0.5776547317504883,0.7975924744897959,85.21,99.55000000000001
31,0.5750961199951172,0.7965561224489796,85.34,99.6
32,0.5684122256469727,0.7998246173469388,85.69,99.6
33,0.5721912103271485,0.8000637755102041,85.87,99.65
34,0.5732165103149414,0.7985889668367347,85.66,99.59
35,0.5695258444213868,0.7982700892857143,85.87,99.57000000000001
36,0.5676246707153321,0.8016183035714286,85.6,99.59
37,0.5701775924682617,0.7989875637755102,85.72999999999999,99.6
38,0.5688633901977539,0.8008609693877551,85.92999999999999,99.59
39,0.563698522644043,0.802734375,85.94000000000001,99.56
40,0.5673140048217773,0.8019770408163265,85.7,99.58
41,0.5700466976928711,0.7994260204081632,85.72,99.55000000000001
42,0.566442887878418,0.8028539540816326,85.96000000000001,99.58
43,0.562012318725586,0.8028938137755102,85.64,99.51
44,0.5649530670166015,0.8013392857142857,85.8,99.61
45,0.5623124258422851,0.8045280612244898,85.99,99.57000000000001
46,0.5587703625488282,0.804328762755102,85.66,99.53999999999999
47,0.5661595797729492,0.7988679846938775,85.97,99.56
48,0.5592156140136719,0.7999840561224489,86.08,99.62
49,0.561051459350586,0.8040896045918368,86.13,99.57000000000001
50,0.5517927627563477,0.8064014668367347,86.07000000000001,99.52
51,0.5579760043334961,0.8026147959183674,85.89,99.55000000000001
52,0.562598125,0.7999043367346939,85.83,99.52
53,0.5524509777832032,0.8056042729591837,86.16,99.59
54,0.5579051770019531,0.8025350765306123,85.97,99.59
55,0.5563079348754882,0.8034917091836735,86.1,99.58
56,0.5579271606445313,0.802375637755102,86.24000000000001,99.58
57,0.5516494418334961,0.8056441326530612,85.98,99.53
58,0.5506070959472656,0.8083147321428571,86.25,99.58
59,0.5482041470336914,0.8077965561224489,86.07000000000001,99.49
60,0.5489364233398437,0.8081552933673469,85.98,99.51
61,0.5618707998657226,0.8041294642857143,86.15,99.53999999999999
62,0.5584513720703125,0.8020169005102041,86.17,99.55000000000001
63,0.5616187936401367,0.8019371811224489,85.88,99.56
64,0.5529448852539063,0.8062420280612245,86.16,99.56
65,0.54931990234375,0.8087133290816326,86.35000000000001,99.55000000000001
66,0.5527635729980469,0.8043686224489796,86.26,99.59
67,0.5560628411865234,0.8040098852040817,86.1,99.52
68,0.557741845703125,0.8062420280612245,86.19,99.56
69,0.5538685064697265,0.8032924107142857,85.92999999999999,99.6
70,0.552663083190918,0.8060825892857143,86.17,99.61
71,0.5551007662963867,0.8037707270408163,86.27,99.6
72,0.5467186056518555,0.8068797831632653,86.09,99.53
73,0.5501481890869141,0.8060825892857143,86.32,99.6
74,0.5478656356811523,0.8049665178571429,86.3,99.5
75,0.5522504879760742,0.8050063775510204,86.33,99.56
76,0.5412635122680665,0.8083944515306123,86.52,99.6
77,0.5523202713012695,0.8079958545918368,86.25,99.56
78,0.549618150024414,0.8068000637755102,86.15,99.53999999999999
79,0.5450273419189453,0.8065609056122449,86.31,99.59
80,0.5459132150268554,0.8073580994897959,86.33,99.62
81,0.546453408203125,0.8080357142857143,85.96000000000001,99.53999999999999
82,0.5414460385131836,0.8098692602040817,86.22,99.52
83,0.5445953121948243,0.8096699617346939,86.46000000000001,99.56
84,0.5432380480957031,0.8062420280612245,86.53,99.6
85,0.5519598358154297,0.8039301658163265,86.44,99.61
86,0.5478397555541992,0.8092713647959183,86.42999999999999,99.59
87,0.5443869137573242,0.8091916454081632,86.46000000000001,99.57000000000001
88,0.5506518200683593,0.8057637117346939,86.27,99.55000000000001
89,0.5495147988891601,0.8058434311224489,86.24000000000001,99.53
90,0.552052502746582,0.8076769770408163,86.39,99.59
91,0.5473936422729492,0.8054448341836735,86.38,99.56
92,0.5440430267333984,0.8077566964285714,86.42,99.56
93,0.5411243780517578,0.8093909438775511,86.36,99.58
94,0.5420009069824219,0.8088727678571429,86.37,99.57000000000001
95,0.5527098278808594,0.8061224489795918,86.44,99.58
96,0.5443225436401368,0.8089923469387755,86.6,99.63
97,0.5341508996582032,0.8095503826530612,86.26,99.53999999999999
98,0.5470005334472656,0.8071986607142857,86.27,99.53
99,0.5475334518432617,0.8048867984693877,86.42999999999999,99.53
100,0.5422542852783203,0.8109853316326531,86.56,99.58
101,0.5296089025878906,0.8125,86.3,99.55000000000001
102,0.5376688940429688,0.8094706632653061,86.48,99.59
103,0.5352963275146484,0.8094308035714286,86.46000000000001,99.59
104,0.5392598745727539,0.810546875,86.58,99.55000000000001
105,0.5403409802246094,0.8125,86.26,99.55000000000001
106,0.545544935913086,0.8077965561224489,86.47,99.53999999999999
107,0.5389600228881836,0.8095902423469388,86.5,99.53999999999999
108,0.5416157669067383,0.8080357142857143,86.63,99.59
109,0.5509672930908203,0.8058035714285714,86.38,99.56
110,0.5320025711059571,0.8138950892857143,86.5,99.55000000000001
111,0.544007847290039,0.8084343112244898,86.83,99.6
112,0.5417480502319336,0.8102279974489796,86.53999999999999,99.56
113,0.5381056661987305,0.8062420280612245,86.61999999999999,99.61
114,0.5403291622924805,0.8106664540816326,86.50999999999999,99.58
115,0.549823723449707,0.8062420280612245,86.46000000000001,99.53999999999999
116,0.5474652136230469,0.8087133290816326,86.36,99.52
117,0.538972021484375,0.8097098214285714,86.49,99.5
118,0.5337656842041015,0.8114636479591837,86.52,99.53
119,0.5394928967285156,0.8083147321428571,86.52,99.56
120,0.5373181469726562,0.8110650510204082,86.4,99.59
121,0.5388574411010743,0.8100286989795918,86.38,99.51
122,0.5412978506469727,0.8061623086734694,86.5,99.57000000000001
123,0.5353810507202148,0.8114636479591837,86.47,99.56
124,0.5387067654418946,0.8103475765306123,86.53999999999999,99.56
125,0.5412302383422851,0.8091517857142857,86.52,99.59
126,0.5392481723022461,0.8110650510204082,86.37,99.53999999999999
127,0.5374200134277344,0.8129384566326531,86.42,99.52
128,0.5320651452636719,0.8124601403061225,86.37,99.59
129,0.5327047622680664,0.8127790178571429,86.91,99.57000000000001
130,0.5371292025756836,0.8097895408163265,86.42,99.56
131,0.5311705624389649,0.8117028061224489,86.64,99.6
132,0.5374683477783203,0.8077168367346939,86.49,99.56
133,0.5309381808471679,0.8104671556122449,86.68,99.63
134,0.5450244891357422,0.8064014668367347,86.6,99.61
135,0.5408325381469726,0.8089923469387755,86.55000000000001,99.59
136,0.5382941189575196,0.8075972576530612,86.2,99.53999999999999
137,0.5376782891845703,0.8105867346938775,86.42999999999999,99.57000000000001
138,0.536145686340332,0.8104272959183674,86.69,99.6
139,0.5325329083251953,0.8123007015306123,86.82,99.57000000000001
140,0.5328105200195312,0.8125398596938775,86.59,99.55000000000001
141,0.5369030441284179,0.8128985969387755,86.53999999999999,99.53
142,0.5221219827270508,0.8158083545918368,86.37,99.58
143,0.5303648562622071,0.8122608418367347,86.79,99.53999999999999
144,0.5333673611450195,0.8113440688775511,86.42999999999999,99.52
145,0.5341053546142578,0.8110251913265306,86.72,99.61
146,0.5317082864379883,0.8109454719387755,86.67,99.58
147,0.5322588427734375,0.8123804209183674,86.72999999999999,99.58
148,0.5336652075195313,0.8119818239795918,86.53999999999999,99.56
149,0.5375197952270507,0.8102279974489796,86.5,99.59
150,0.5286204290771485,0.8144929846938775,86.58,99.57000000000001
151,0.5332874716186523,0.812141262755102,86.58,99.6
152,0.5407448654174805,0.8072385204081632,86.75,99.55000000000001
153,0.5435143969726562,0.8114237882653061,86.68,99.62
154,0.5281515435791015,0.8126195790816326,86.58,99.6
155,0.5418023861694335,0.8108258928571429,86.67,99.53999999999999
156,0.537086234741211,0.8111447704081632,86.53999999999999,99.56
157,0.5351317413330078,0.8077965561224489,86.31,99.57000000000001
158,0.5354900177001953,0.8111846301020408,86.86,99.55000000000001
159,0.5359410180664063,0.8110251913265306,86.69,99.58
160,0.5345716027832031,0.8109454719387755,86.72999999999999,99.57000000000001
161,0.535745036315918,0.8110251913265306,86.76,99.6
162,0.5287553085327148,0.8154894770408163,86.86,99.59
163,0.5290226815795899,0.812858737244898,87.0,99.61
164,0.537257084350586,0.812141262755102,86.89,99.57000000000001
165,0.5343512942504883,0.8119419642857143,86.61,99.61
166,0.5349553060913086,0.8111049107142857,86.7,99.58
167,0.5381372607421875,0.8088329081632653,86.71,99.57000000000001
168,0.5267821118164062,0.8152104591836735,86.46000000000001,99.56
169,0.539900700378418,0.8115832270408163,86.41,99.6
170,0.5304605270385743,0.8160076530612245,86.67,99.58
171,0.5267199917602539,0.8130181760204082,86.66,99.59
172,0.5361380514526367,0.8099091198979592,86.61999999999999,99.59
173,0.5312441247558594,0.8111049107142857,86.42999999999999,99.58
174,0.5325314837646484,0.8124601403061225,86.53,99.57000000000001
175,0.5259331430053711,0.8162069515306123,86.69,99.6
176,0.5272242993164062,0.814094387755102,86.8,99.61
177,0.5292640811157227,0.8146125637755102,86.63,99.56
178,0.5222186633300782,0.8131776147959183,86.66,99.57000000000001
179,0.5294377960205078,0.8111846301020408,86.83999999999999,99.58
180,0.5311698513793945,0.8117426658163265,86.75,99.6
181,0.5334944692993164,0.8117028061224489,86.71,99.53999999999999
182,0.5260761685180664,0.8138153698979592,86.7,99.57000000000001
183,0.5317556845092773,0.8130580357142857,86.52,99.56
